Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA
Au	Control	CNEA	Calcinado	SOlucion	Fe
-168.5462	-2.102699	-168.4627	-1.563018	-168.51	-1.910641
-169.5599	-2.098172	-169.4792	-1.55908	-169.5274	-1.914741
-170.5591	-2.093187	-170.5134	-1.556201	-170.5262	-1.91896
-171.5697	-2.090016	-171.5484	-1.551316	-171.5544	-1.921289
-172.5795	-2.085845	-172.565	-1.54588	-172.5477	-1.923753
-173.5539	-2.07871	-173.5499	-1.543045	-173.5308	-1.925572
-174.572	-2.072968	-174.5507	-1.540992	-174.5215	-1.926576
-175.5549	-2.067452	-175.5339	-1.540906	-175.5007	-1.927817
-176.5644	-2.062758	-176.5315	-1.542231	-176.4804	-1.929366
-177.5781	-2.060963	-177.5136	-1.541201	-177.4829	-1.932235
-178.5537	-2.059224	-178.49	-1.539088	-178.5033	-1.93471
-179.5545	-2.057057	-179.4845	-1.536374	-179.5099	-1.938566
-180.538	-2.053174	-180.4461	-1.534549	-180.5072	-1.942622
-181.5308	-2.050013	-181.4518	-1.533793	-181.502	-1.945624
-182.5246	-2.04703	-182.4552	-1.532687	-182.4989	-1.948791
-183.5273	-2.043128	-183.4491	-1.531707	-183.4987	-1.951079
-184.5522	-2.040979	-184.4675	-1.530521	-184.4953	-1.952806
-185.5356	-2.037606	-185.4762	-1.5284	-185.4791	-1.955515
-186.5374	-2.032948	-186.465	-1.526413	-186.4652	-1.958591
-187.5361	-2.029802	-187.4699	-1.526648	-187.4662	-1.962375
-188.5157	-2.026664	-188.4685	-1.524999	-188.4746	-1.966233
-189.5345	-2.022925	-189.4768	-1.523402	-189.4961	-1.969331
-190.536	-2.020406	-190.5014	-1.52151	-190.5082	-1.972092
-191.533	-2.016389	-191.5226	-1.518074	-191.5064	-1.974195
-192.5362	-2.012233	-192.5294	-1.516792	-192.5079	-1.976475
-193.5381	-2.008846	-193.5051	-1.517571	-193.5007	-1.977334
-194.5576	-2.006725	-194.4907	-1.52005	-194.4968	-1.980167
-195.5563	-2.005556	-195.468	-1.522732	-195.4974	-1.982709
-196.5469	-2.004388	-196.4541	-1.524408	-196.4861	-1.98474
-197.5659	-2.004245	-197.4682	-1.524979	-197.4711	-1.988396
-198.5671	-2.002329	-198.4552	-1.525668	-198.4799	-1.990316
-199.1373	-1.964996	-199.0226	-1.500354	-199.0337	-1.987629
-199.2059	-1.915309	-199.1047	-1.467552	-199.1116	-1.980995
-198.7403	-1.856421	-198.6605	-1.427197	-198.6796	-1.971521
-197.7879	-1.791345	-197.7429	-1.377986	-197.7443	-1.959377
-196.7872	-1.75506	-196.7369	-1.348858	-196.7471	-1.950094
-195.7835	-1.725162	-195.7323	-1.319214	-195.7338	-1.942991
-194.7882	-1.697901	-194.7215	-1.292117	-194.7341	-1.936201
-193.7988	-1.669792	-193.7252	-1.268465	-193.7315	-1.928762
-192.8165	-1.644968	-192.7392	-1.246394	-192.7364	-1.920394
-191.8098	-1.622136	-191.7309	-1.228106	-191.7572	-1.911679
-190.8043	-1.602407	-190.7471	-1.209093	-190.7685	-1.903021
-189.7776	-1.584741	-189.7365	-1.191096	-189.764	-1.894808
-188.7485	-1.569442	-188.7412	-1.173762	-188.7612	-1.887188
-187.7805	-1.552618	-187.7637	-1.154791	-187.7493	-1.878868
-186.7958	-1.536397	-186.7519	-1.136867	-186.74	-1.870432
-185.8135	-1.521998	-185.7786	-1.118794	-185.7434	-1.86154
-184.8219	-1.504434	-184.7694	-1.09909	-184.7438	-1.854268
-183.8034	-1.489922	-183.7591	-1.082764	-183.7285	-1.847918
-182.8053	-1.474624	-182.7741	-1.066403	-182.7286	-1.842379
-181.8013	-1.458766	-181.7532	-1.051418	-181.726	-1.836781
-180.8085	-1.443031	-180.7581	-1.04003	-180.72	-1.830106
-179.8175	-1.429234	-179.759	-1.026453	-179.7432	-1.822725
-178.8237	-1.415023	-178.7611	-1.014708	-178.7444	-1.815143
-177.8284	-1.401026	-177.7643	-1.00102	-177.739	-1.808417
-176.8192	-1.388675	-176.7576	-0.985759	-176.7702	-1.801531
-175.8214	-1.371647	-175.7661	-0.971813	-175.7698	-1.795757
-174.808	-1.359472	-174.7763	-0.956235	-174.8005	-1.789
-173.8377	-1.346015	-173.7755	-0.941586	-173.8132	-1.781976
-172.85	-1.334082	-172.7723	-0.928428	-172.8122	-1.77553
-171.8462	-1.323104	-171.7664	-0.916005	-171.786	-1.76816
-170.8569	-1.310062	-170.7618	-0.90373	-170.7704	-1.763168
-169.8174	-1.300947	-169.774	-0.890049	-169.7472	-1.758064
-168.7958	-1.28792	-168.7746	-0.87709	-168.7341	-1.752617
-167.7862	-1.278116	-167.7639	-0.864787	-167.747	-1.747682
-166.7845	-1.267075	-166.7629	-0.855333	-166.7441	-1.741079
-165.8061	-1.256165	-165.7545	-0.847419	-165.7714	-1.734952
-164.8232	-1.247121	-164.7574	-0.836908	-164.7585	-1.728041
-163.8215	-1.234378	-163.7451	-0.8272	-163.7681	-1.721413
-162.8054	-1.224983	-162.7372	-0.816572	-162.7859	-1.715904
-161.7891	-1.213333	-161.7252	-0.805683	-161.7771	-1.710002
-160.7992	-1.201165	-160.7256	-0.795598	-160.7896	-1.704983
-159.7996	-1.192954	-159.752	-0.785322	-159.7891	-1.701064
-158.7933	-1.181153	-158.7519	-0.774546	-158.7588	-1.695986
-157.7706	-1.17059	-157.743	-0.762754	-157.7565	-1.691389
-156.7564	-1.162101	-156.7258	-0.751511	-156.7483	-1.686109
-155.7672	-1.151239	-155.716	-0.741337	-155.7465	-1.680472
-154.7616	-1.141597	-154.7069	-0.732282	-154.7582	-1.67456
-153.8021	-1.13374	-153.7395	-0.726343	-153.7658	-1.669443
-152.8064	-1.124481	-152.7632	-0.719778	-152.7534	-1.664357
-151.7855	-1.116329	-151.7566	-0.710121	-151.752	-1.657651
-150.8037	-1.108525	-150.7762	-0.700752	-150.755	-1.65262
-149.8017	-1.099451	-149.7499	-0.691314	-149.7274	-1.646374
-148.8136	-1.090578	-148.7661	-0.683013	-148.7512	-1.639321
-147.8297	-1.082328	-147.769	-0.675667	-147.7551	-1.634088
-146.8474	-1.075701	-146.7816	-0.669024	-146.7507	-1.629145
-145.8312	-1.067191	-145.8155	-0.660654	-145.7684	-1.625861
-144.8177	-1.058377	-144.783	-0.650921	-144.754	-1.623617
-143.815	-1.048652	-143.7542	-0.642189	-143.7623	-1.620655
-142.8064	-1.035758	-142.7296	-0.632821	-142.7714	-1.615169
-141.797	-1.026047	-141.7089	-0.623841	-141.7755	-1.60749
-140.804	-1.020452	-140.739	-0.616954	-140.7738	-1.60014
-139.8143	-1.015082	-139.7848	-0.61039	-139.7702	-1.593702
-138.8094	-1.010157	-138.7979	-0.60207	-138.7618	-1.589074
-137.834	-1.005028	-137.7981	-0.596282	-137.7686	-1.585808
-136.8434	-0.996586	-136.7841	-0.587565	-136.7855	-1.58165
-135.8391	-0.988285	-135.7628	-0.578294	-135.7746	-1.575251
-134.8515	-0.980242	-134.7514	-0.571111	-134.7747	-1.569531
-133.8426	-0.970149	-133.7297	-0.562112	-133.7676	-1.563219
-132.8211	-0.961625	-132.7142	-0.553892	-132.7505	-1.558311
-131.7984	-0.952147	-131.7137	-0.546533	-131.7325	-1.554385
-130.7734	-0.943346	-130.7077	-0.537431	-130.7252	-1.549639
-129.7705	-0.937241	-129.7358	-0.529914	-129.7275	-1.545959
-128.7758	-0.931339	-128.7541	-0.524782	-128.7292	-1.541273
-127.7924	-0.926674	-127.7888	-0.518719	-127.7537	-1.536741
-126.8079	-0.921999	-126.8007	-0.512882	-126.7716	-1.531741
-125.7953	-0.914671	-125.8041	-0.506343	-125.7782	-1.526036
-124.8138	-0.908043	-124.8116	-0.498437	-124.7961	-1.521318
-123.8243	-0.900724	-123.7892	-0.49139	-123.7912	-1.515751
-122.8221	-0.892312	-122.7821	-0.483605	-122.7776	-1.510885
-121.8215	-0.884674	-121.784	-0.476675	-121.7802	-1.507695
-120.7879	-0.875536	-120.7806	-0.47232	-120.7783	-1.503325
-119.7793	-0.868651	-119.7895	-0.463849	-119.7984	-1.499651
-118.7424	-0.861902	-118.7978	-0.458055	-118.7962	-1.494672
-117.7571	-0.855778	-117.7898	-0.451163	-117.7753	-1.487883
-116.7675	-0.849919	-116.7693	-0.443897	-116.7686	-1.482908
-115.7729	-0.843156	-115.766	-0.440223	-115.7457	-1.478167
-114.8089	-0.837094	-114.7748	-0.435108	-114.7538	-1.475016
-113.8116	-0.831636	-113.7799	-0.429488	-113.7796	-1.471548
-112.8192	-0.82435	-112.778	-0.421493	-112.7884	-1.467174
-111.8049	-0.816461	-111.7584	-0.414146	-111.7884	-1.4633
-110.7936	-0.810418	-110.7369	-0.408259	-110.7939	-1.458515
-109.7849	-0.802361	-109.7093	-0.403279	-109.7678	-1.453833
-108.7836	-0.796142	-108.7138	-0.399829	-108.7558	-1.449725
-107.7695	-0.790008	-107.7164	-0.394513	-107.7562	-1.445656
-106.7663	-0.782056	-106.7249	-0.385324	-106.7354	-1.441564
-105.7582	-0.773593	-105.7368	-0.37863	-105.7212	-1.437728
-104.7337	-0.766242	-104.7193	-0.37159	-104.7001	-1.432746
-103.7413	-0.760448	-103.7078	-0.367163	-103.6905	-1.428766
-102.7387	-0.756173	-102.7014	-0.366329	-102.6861	-1.423721
-101.7469	-0.753789	-101.6927	-0.36283	-101.7171	-1.418855
-100.7573	-0.75012	-100.7114	-0.360063	-100.7425	-1.414357
-99.76833	-0.744847	-99.73606	-0.354913	-99.7463	-1.407857
-98.77246	-0.737698	-98.72647	-0.348832	-98.75179	-1.403297
-97.78107	-0.731894	-97.74715	-0.342288	-97.73814	-1.398336
-96.78391	-0.725848	-96.75482	-0.335099	-96.72333	-1.3953
-95.79474	-0.720206	-95.75554	-0.327764	-95.73622	-1.392887
-94.80261	-0.714535	-94.78398	-0.318896	-94.73963	-1.389012
-93.79549	-0.704725	-93.76616	-0.311999	-93.75746	-1.38538
-92.80283	-0.695996	-92.76879	-0.308043	-92.76076	-1.380459
-91.78889	-0.689939	-91.76861	-0.304313	-91.75058	-1.375823
-90.76787	-0.68472	-90.74822	-0.30195	-90.75345	-1.371757
-89.77286	-0.682805	-89.7624	-0.299939	-89.75414	-1.366638
-88.76258	-0.678544	-88.74897	-0.294491	-88.76808	-1.361677
-87.75954	-0.672329	-87.74101	-0.289424	-87.76962	-1.355699
-86.78876	-0.666486	-86.75455	-0.285679	-86.77402	-1.34962
-85.78918	-0.660607	-85.74995	-0.278893	-85.75529	-1.343799
-84.80678	-0.655504	-84.75788	-0.272253	-84.75201	-1.338313
-83.82968	-0.650296	-83.75282	-0.266419	-83.75513	-1.33465
-82.81564	-0.644771	-82.74689	-0.258343	-82.76137	-1.331003
-81.81393	-0.637386	-81.73302	-0.251873	-81.78099	-1.328702
-80.79035	-0.629954	-80.73362	-0.246037	-80.75842	-1.3255
-79.78139	-0.624952	-79.74777	-0.24205	-79.74345	-1.321208
-78.79272	-0.62019	-78.74983	-0.238792	-78.74606	-1.316152
-77.78145	-0.616938	-77.76526	-0.235167	-77.73179	-1.310622
-76.81732	-0.615568	-76.77169	-0.231913	-76.74316	-1.30521
-75.8185	-0.609641	-75.78683	-0.226622	-75.76956	-1.30049
-74.80814	-0.603981	-74.79887	-0.220163	-74.77548	-1.296486
-73.83789	-0.59941	-73.78136	-0.214814	-73.78485	-1.29155
-72.81087	-0.592302	-72.78167	-0.208467	-72.81222	-1.286727
-71.80801	-0.587021	-71.75684	-0.202201	-71.78835	-1.282134
-70.79971	-0.581338	-70.74184	-0.199265	-70.77496	-1.27735
-69.77618	-0.57413	-69.76144	-0.192669	-69.76403	-1.273339
-68.78289	-0.569144	-68.77148	-0.186352	-68.73534	-1.268317
-67.76938	-0.563507	-67.76482	-0.180891	-67.74686	-1.263128
-66.79093	-0.55749	-66.77583	-0.176144	-66.73814	-1.258451
-65.81835	-0.553737	-65.78694	-0.173793	-65.75113	-1.254994
-64.80891	-0.549461	-64.77647	-0.1708	-64.75389	-1.252385
-63.8292	-0.547689	-63.77777	-0.167565	-63.77638	-1.248747
-62.83276	-0.545073	-62.78239	-0.161333	-62.79881	-1.244723
-61.81579	-0.538886	-61.76387	-0.154527	-61.77853	-1.239343
-60.83035	-0.53353	-60.75216	-0.148708	-60.78342	-1.234457
-59.81641	-0.526266	-59.74284	-0.144315	-59.7632	-1.230707
-58.78349	-0.520174	-58.73804	-0.139757	-58.74378	-1.226849
-57.77731	-0.516457	-57.73978	-0.135804	-57.76042	-1.22464
-56.75914	-0.510688	-56.73882	-0.129453	-56.75449	-1.220951
-55.75605	-0.502571	-55.74281	-0.122389	-55.74594	-1.215829
-54.77252	-0.49666	-54.71279	-0.118085	-54.74048	-1.211272
-53.78177	-0.491513	-53.70044	-0.115716	-53.74176	-1.204984
-52.79277	-0.488649	-52.70757	-0.113948	-52.75302	-1.200458
-51.8025	-0.488376	-51.71643	-0.110624	-51.75583	-1.196922
-50.80581	-0.485446	-50.73692	-0.10635	-50.77905	-1.193261
-49.79153	-0.480808	-49.75595	-0.101311	-49.78204	-1.192353
-48.78535	-0.473153	-48.74615	-0.096708	-48.78712	-1.187549
-47.7904	-0.467872	-47.74271	-0.093096	-47.79974	-1.182184
-46.80808	-0.463744	-46.74089	-0.088663	-46.7976	-1.177861
-45.81709	-0.459384	-45.71258	-0.082816	-45.79013	-1.170831
-44.81637	-0.458515	-44.73795	-0.077588	-44.79061	-1.168026
-43.81687	-0.452756	-43.74909	-0.071123	-43.79193	-1.164897
-42.78806	-0.445186	-42.74259	-0.064461	-42.79975	-1.161863
-41.76848	-0.440875	-41.75972	-0.059996	-41.79863	-1.159033
-40.77394	-0.436366	-40.74271	-0.056286	-40.77986	-1.154397
-39.76846	-0.432574	-39.74984	-0.053548	-39.77985	-1.1498
-38.7798	-0.430401	-38.7495	-0.051093	-38.78284	-1.14463
-37.78613	-0.42612	-37.76823	-0.0461	-37.78717	-1.138681
-36.79308	-0.420198	-36.76913	-0.040739	-36.78806	-1.13328
-35.78877	-0.415883	-35.76648	-0.035355	-35.77134	-1.127635
-34.79901	-0.411313	-34.80077	-0.028849	-34.74375	-1.123124
-33.8082	-0.405854	-33.77451	-0.023617	-33.75261	-1.120592
-32.80045	-0.400854	-32.78724	-0.018916	-32.74205	-1.117784
-31.79976	-0.396527	-31.77669	-0.012172	-31.74445	-1.116461
-30.79263	-0.391013	-30.73961	-0.007492	-30.7541	-1.113207
-29.75587	-0.384041	-29.73853	-0.002311	-29.74508	-1.109442
-28.76477	-0.381698	-28.71505	0.001298	-28.76899	-1.105732
-27.76196	-0.377748	-27.73724	0.003109	-27.76943	-1.100661
-26.74212	-0.373997	-26.74204	0.006822	-26.75734	-1.096047
-25.78395	-0.371767	-25.77037	0.011349	-25.7569	-1.0917
-24.79146	-0.364625	-24.78769	0.018031	-24.76497	-1.087673
-23.80083	-0.357608	-23.76795	0.025327	-23.76856	-1.084599
-22.81654	-0.351678	-22.77926	0.030595	-22.79773	-1.081594
-21.82757	-0.344687	-21.75601	0.035796	-21.80223	-1.078564
-20.81567	-0.338956	-20.73852	0.04121	-20.8061	-1.075607
-19.80012	-0.334521	-19.76376	0.046435	-19.81474	-1.071905
-18.80665	-0.3298	-18.76516	0.054286	-18.79816	-1.068991
-17.77769	-0.328056	-17.7837	0.059067	-17.81115	-1.065413
-16.77358	-0.322945	-16.78372	0.064294	-16.79173	-1.060985
-15.80373	-0.319405	-15.7546	0.068559	-15.78054	-1.058019
-14.80356	-0.313882	-14.75266	0.071322	-14.7791	-1.05305
-13.79911	-0.308796	-13.74134	0.077184	-13.75392	-1.048843
-12.80487	-0.305561	-12.75176	0.081169	-12.75404	-1.045001
-11.78692	-0.298544	-11.75012	0.086388	-11.76931	-1.040382
-10.75608	-0.293425	-10.73383	0.090229	-10.76592	-1.036304
-9.76725	-0.287563	-9.728812	0.092897	-9.771787	-1.033229
-8.762298	-0.281416	-8.726319	0.097451	-8.774096	-1.031545
-7.752393	-0.276753	-7.735194	0.103227	-7.757561	-1.030244
-6.762829	-0.272262	-6.734512	0.111687	-6.756548	-1.028213
-5.740162	-0.266218	-5.725904	0.120087	-5.72848	-1.024563
-4.712194	-0.261416	-4.726403	0.127048	-4.712011	-1.019612
-3.716099	-0.26029	-3.724575	0.130303	-3.719323	-1.01496
-2.749734	-0.257549	-2.746244	0.132331	-2.730075	-1.012109
-1.808512	-0.256364	-1.786343	0.134934	-1.781341	-1.009559
-0.871444	-0.252868	-0.814062	0.138672	-0.826177	-1.007678
0.09075	-0.246609	0.151821	0.143503	0.139956	-1.005222
1.074664	-0.240695	1.128257	0.149737	1.118353	-1.000365
2.083954	-0.232574	2.127277	0.155421	2.111191	-0.995753
3.090883	-0.225447	3.120879	0.159303	3.115711	-0.990935
4.096118	-0.218847	4.11488	0.165539	4.116076	-0.987007
5.112104	-0.212899	5.116525	0.172023	5.123222	-0.985572
6.10323	-0.207134	6.099791	0.176242	6.117107	-0.984114
7.102134	-0.202357	7.085167	0.183011	7.097564	-0.982219
8.109629	-0.195655	8.095586	0.188089	8.094457	-0.980107
9.09783	-0.189596	9.104427	0.190906	9.093044	-0.97711
10.09525	-0.184841	10.11574	0.196952	10.09464	-0.973501
11.08442	-0.180587	11.11862	0.201621	11.09183	-0.96968
12.08128	-0.176352	12.11166	0.206998	12.09615	-0.964883
13.08173	-0.170032	13.07172	0.211564	13.08623	-0.96008
14.08266	-0.163908	14.06237	0.216982	14.08131	-0.956613
15.08628	-0.156035	15.06252	0.223558	15.10315	-0.954423
16.07977	-0.149251	16.0618	0.229014	16.09683	-0.952327
17.07879	-0.143987	17.09778	0.23639	17.09203	-0.95072
18.09504	-0.13764	18.09675	0.245216	18.09352	-0.946839
19.09884	-0.130647	19.10365	0.250713	19.07933	-0.941939
20.09092	-0.123833	20.09956	0.257588	20.08686	-0.937402
21.08816	-0.116213	21.10157	0.26568	21.09883	-0.932989
22.05549	-0.110889	22.08859	0.26786	22.0975	-0.930327
23.06561	-0.106699	23.07594	0.272992	23.11046	-0.927965
24.05612	-0.101732	24.07393	0.280093	24.10866	-0.925079
25.0524	-0.095721	25.05318	0.283008	25.09876	-0.921849
26.06574	-0.087847	26.05997	0.291972	26.11355	-0.916018
27.03088	-0.079621	27.058	0.298251	27.09494	-0.911859
28.04344	-0.072604	28.07611	0.302567	28.09755	-0.908382
29.03265	-0.067393	29.06486	0.310081	29.08975	-0.905693
30.02212	-0.061811	30.04941	0.313098	30.06009	-0.905335
31.02572	-0.053615	31.04848	0.320256	31.06247	-0.902427
32.01878	-0.045306	32.03151	0.328588	32.04236	-0.898936
33.02267	-0.036827	33.03269	0.334165	33.04771	-0.893725
34.04462	-0.027624	34.05141	0.343247	34.07538	-0.887651
35.05682	-0.023268	35.05979	0.34915	35.0836	-0.883071
36.06986	-0.016743	36.05759	0.353181	36.07739	-0.879194
37.07589	-0.009593	37.07523	0.361544	37.07323	-0.876018
38.058	-0.005303	38.07325	0.366807	38.05939	-0.873693
39.05855	0.002451	39.06243	0.373795	39.0323	-0.870206
40.04465	0.01012	40.06273	0.381517	40.05143	-0.867115
41.04462	0.015908	41.05552	0.38768	41.03653	-0.865226
42.06355	0.024813	42.06567	0.396706	42.03265	-0.862703
43.07767	0.034072	43.07909	0.406413	43.04184	-0.86001
44.0839	0.042518	44.09993	0.414696	44.05399	-0.857421
45.10117	0.052072	45.10539	0.422224	45.06928	-0.853125
46.09549	0.061518	46.11849	0.429486	46.08427	-0.849295
47.1022	0.07066	47.14699	0.436469	47.10749	-0.845725
48.11845	0.076464	48.13058	0.443831	48.09682	-0.841871
49.10795	0.084511	49.11766	0.451813	49.09572	-0.838873
50.1008	0.092562	50.11501	0.461414	50.08606	-0.834673
51.07497	0.098141	51.08434	0.468075	51.06311	-0.830029
52.05539	0.109267	52.08121	0.476888	52.05786	-0.824797
53.0532	0.12095	53.09491	0.486839	53.05915	-0.820436
54.05617	0.13086	54.0682	0.494332	54.0342	-0.818025
55.06142	0.142804	55.05389	0.504549	55.04457	-0.815892
56.06187	0.153428	56.03613	0.514051	56.02312	-0.814057
57.05256	0.160833	57.02199	0.52284	57.02692	-0.810829
58.04148	0.171543	58.03415	0.532005	58.04354	-0.805821
59.04138	0.180003	59.04548	0.541467	59.04319	-0.801942
60.04055	0.188962	60.06783	0.550776	60.06945	-0.797342
61.04822	0.199356	61.09318	0.559636	61.05283	-0.7938
62.04467	0.208146	62.07867	0.569095	62.05883	-0.79065
63.05859	0.222239	63.07269	0.580554	63.04972	-0.786111
64.06548	0.234324	64.05399	0.592668	64.04099	-0.782077
65.08624	0.248332	65.04169	0.605377	65.05231	-0.777132
66.10192	0.264481	66.05274	0.618641	66.06508	-0.77259
67.09452	0.274775	67.05983	0.628867	67.06335	-0.769061
68.07005	0.287195	68.07069	0.642126	68.05424	-0.765427
69.04597	0.301634	69.06792	0.654601	69.05896	-0.762435
70.03247	0.312734	70.04763	0.665857	70.04855	-0.758216
71.01732	0.326821	71.058	0.67889	71.05199	-0.754767
72.03653	0.341023	72.06074	0.689027	72.08154	-0.75013
73.03606	0.35217	73.05338	0.702477	73.07229	-0.744889
74.05592	0.365184	74.0567	0.718735	74.06394	-0.740653
75.05737	0.377962	75.04675	0.733709	75.06898	-0.735394
76.05318	0.392279	76.04964	0.751037	76.05782	-0.731734
77.046	0.405424	77.04442	0.765803	77.05591	-0.728334
78.00746	0.420026	78.0512	0.778856	78.04392	-0.725988
78.99982	0.436071	79.05199	0.794929	79.04388	-0.723574
79.99111	0.451292	80.03738	0.811215	80.02321	-0.7197
80.98322	0.470592	81.01746	0.828882	81.00226	-0.714549
82.01797	0.49152	82.02486	0.847048	82.02113	-0.707725
83.01353	0.50917	83.00237	0.864131	82.98953	-0.701532
84.0303	0.527567	84.00906	0.880996	84.00491	-0.695522
85.05447	0.546575	85.03197	0.900305	85.03154	-0.690576
86.0511	0.56353	86.02045	0.921264	86.01994	-0.686987
87.06705	0.583031	87.03018	0.942408	87.04817	-0.683024
88.04844	0.60149	88.03782	0.962518	88.02988	-0.67957
89.02953	0.618704	89.03546	0.980843	89.00176	-0.674245
90.01924	0.637535	90.04897	1.000412	90.00916	-0.668708
91.00667	0.65896	91.04826	1.021525	91.01379	-0.663758
92.02346	0.682651	92.03825	1.046416	92.03101	-0.659198
93.04239	0.706452	93.04292	1.073699	93.04835	-0.656756
94.04444	0.731479	94.02147	1.099638	94.04692	-0.653392
95.05479	0.755313	95.02488	1.125664	95.04392	-0.648649
96.06302	0.777936	96.03399	1.150602	96.03731	-0.643766
97.05577	0.799984	97.04667	1.174212	97.04333	-0.638221
98.08429	0.824061	98.08801	1.200687	98.05567	-0.632058
99.09133	0.847228	99.0993	1.226945	99.04784	-0.62638
100.0876	0.871897	100.0952	1.254764	100.0408	-0.620048
101.0853	0.899014	101.0976	1.284901	101.0422	-0.6145
102.0478	0.924372	102.0819	1.314446	102.0184	-0.610973
103.053	0.954939	103.0729	1.347988	103.0369	-0.606921
104.0402	0.986461	104.0825	1.381941	104.043	-0.601779
105.0443	1.017268	105.0741	1.415772	105.0385	-0.59732
106.0567	1.048629	106.0682	1.450472	106.0515	-0.592041
107.0561	1.07693	107.0766	1.484688	107.04	-0.58655
108.0607	1.106383	108.0727	1.517418	108.0341	-0.582189
109.0394	1.13621	109.0767	1.552011	109.0345	-0.576207
110.0303	1.168013	110.078	1.589374	110.0319	-0.570616
111.0176	1.202983	111.0773	1.628984	111.0399	-0.564826
111.9899	1.236904	112.0692	1.67038	112.0593	-0.559125
113.0022	1.272919	113.0536	1.713998	113.0482	-0.553826
114.0192	1.310346	114.047	1.758789	114.0427	-0.547777
115.0205	1.345868	115.0348	1.800158	115.0291	-0.543334
116.0561	1.38509	116.0242	1.844949	116.0107	-0.537534
117.0844	1.42553	117.0448	1.890828	117.0223	-0.530934
118.0603	1.464069	118.0353	1.936211	118.0166	-0.525111
119.053	1.507607	119.0263	1.984294	119.0088	-0.517852
120.0399	1.549644	120.0356	2.033037	120.0122	-0.510978
120.9999	1.590764	121.0157	2.080589	121.0144	-0.505838
122.0112	1.635271	122.0156	2.131225	122.0321	-0.49917
123.0172	1.675937	123.045	2.185323	123.0464	-0.493463
124.0251	1.72114	124.0598	2.242256	124.0455	-0.487976
125.0504	1.767198	125.0697	2.299863	125.0473	-0.481272
126.0582	1.811851	126.0822	2.357249	126.0293	-0.473979
127.0493	1.861663	127.072	2.414919	127.0267	-0.466291
128.0356	1.9087	128.0402	2.467713	128.0008	-0.459938
129.02	1.961703	129.0416	2.525558	128.9969	-0.453743
130.0141	2.018193	130.0427	2.590394	130.0031	-0.448261
131.0136	2.071794	131.0237	2.653178	130.9971	-0.442789
132.0032	2.125034	132.0217	2.720639	132.0147	-0.435146
132.9978	2.178598	133.0137	2.789389	132.9996	-0.427659
133.9727	2.231526	133.9987	2.853318	133.9859	-0.420167
134.9818	2.286558	135.0149	2.92308	134.989	-0.412577
135.9991	2.348031	136.0262	2.997007	135.9887	-0.406161
136.9929	2.409504	137.0116	3.069604	136.9913	-0.399066
138.0119	2.47139	138.0066	3.143091	138.0133	-0.390533
138.9948	2.535742	138.9906	3.215575	138.9987	-0.381383
139.9798	2.597631	139.9975	3.288025	140.0051	-0.373561
140.9865	2.659191	140.9969	3.362022	141.0168	-0.366649
141.9935	2.722651	142.0024	3.441931	142.0104	-0.361122
142.9941	2.789398	143.015	3.527011	143.0332	-0.355041
144.0036	2.859248	144.0154	3.610251	144.0368	-0.34756
145.007	2.930174	145.0464	3.694899	145.0439	-0.338622
146.0174	3.005117	146.0527	3.779812	146.0437	-0.329888
147.0484	3.077753	147.0476	3.862278	147.0318	-0.320968
148.0588	3.1487	148.0352	3.947751	148.0211	-0.31151
149.0753	3.224295	149.0237	4.03846	149.0224	-0.302595
150.0604	3.29717	150.0318	4.127944	150.0375	-0.293662
151.052	3.371553	151.0373	4.218036	151.0568	-0.285904
152.0429	3.448398	152.0488	4.310155	152.0742	-0.277618
153.0468	3.526642	153.0407	4.402228	153.0531	-0.269558
154.0533	3.606911	154.0442	4.497257	154.0442	-0.260639
155.0525	3.689011	155.047	4.59352	155.0235	-0.250126
156.052	3.772835	156.0535	4.691917	156.0258	-0.240042
157.0435	3.853587	157.0582	4.786863	157.0132	-0.229347
158.0108	3.934816	158.0465	4.879164	158.0077	-0.219287
159.0001	4.017458	159.0434	4.974425	158.9923	-0.209372
159.9867	4.099341	160.0298	5.069533	159.9649	-0.199235
160.9723	4.183025	161.024	5.167472	160.9914	-0.188766
161.994	4.273617	162.0437	5.274102	162.0053	-0.176396
162.9987	4.364556	163.0402	5.381761	163.0153	-0.163711
164.0149	4.458305	164.0606	5.487832	164.0237	-0.151562
165.0093	4.551959	165.0763	5.595413	165.0112	-0.139311
166.0164	4.640907	166.0495	5.696611	165.9886	-0.129495
167.0114	4.732174	167.0464	5.797173	166.9943	-0.11973
168.0096	4.82321	168.0312	5.899025	167.9965	-0.108928
169.006	4.916319	169.02	5.99888	168.991	-0.096662
169.9925	5.0102	170.0096	6.102606	170.0069	-0.082075
170.9955	5.10149	171.0072	6.206552	171.0101	-0.067642
171.9897	5.194174	171.9809	6.311716	172.0049	-0.053368
173.0154	5.290195	172.9595	6.419423	173.0333	-0.040421
174.0508	5.388432	173.9667	6.527026	174.0208	-0.028951
175.0641	5.49061	174.9768	6.636271	175.0158	-0.016463
176.0776	5.589374	175.9955	6.745618	176.0175	-0.001999
177.0613	5.684803	177.0161	6.852314	177.0031	0.011976
178.0314	5.778377	178.0151	6.957794	177.9962	0.027448
179.0212	5.867191	179.0009	7.057558	178.9902	0.041189
180.0046	5.961632	179.9978	7.159166	179.9837	0.0539
